Datetime,Consumption
2025-11-02 00:00:00,7434.61
2025-11-02 00:01:00,7428.322
2025-11-02 00:02:00,7422.034
2025-11-02 00:03:00,7415.746
2025-11-02 00:04:00,7409.458
2025-11-02 00:05:00,7403.17
2025-11-02 00:06:00,7400.024
2025-11-02 00:07:00,7396.878
2025-11-02 00:08:00,7393.732
2025-11-02 00:09:00,7390.585999999999
2025-11-02 00:10:00,7387.44
2025-11-02 00:11:00,7383.514
2025-11-02 00:12:00,7379.588
2025-11-02 00:13:00,7375.662
2025-11-02 00:14:00,7371.736
2025-11-02 00:15:00,7367.81
2025-11-02 00:16:00,7357.832
2025-11-02 00:17:00,7347.854
2025-11-02 00:18:00,7337.876
2025-11-02 00:19:00,7327.898
2025-11-02 00:20:00,7317.92
2025-11-02 00:21:00,7311.974
2025-11-02 00:22:00,7306.028
2025-11-02 00:23:00,7300.081999999999
2025-11-02 00:24:00,7294.1359999999995
2025-11-02 00:25:00,7288.19
2025-11-02 00:26:00,7274.63
2025-11-02 00:27:00,7261.07
2025-11-02 00:28:00,7247.51
2025-11-02 00:29:00,7233.95
2025-11-02 00:30:00,7220.39
2025-11-02 00:31:00,7203.352
2025-11-02 00:32:00,7186.314
2025-11-02 00:33:00,7169.276
2025-11-02 00:34:00,7152.238
2025-11-02 00:35:00,7135.2
2025-11-02 00:36:00,7133.036
2025-11-02 00:37:00,7130.872
2025-11-02 00:38:00,7128.708
2025-11-02 00:39:00,7126.544
2025-11-02 00:40:00,7124.38
2025-11-02 00:41:00,7120.244
2025-11-02 00:42:00,7116.108
2025-11-02 00:43:00,7111.972
2025-11-02 00:44:00,7107.836
2025-11-02 00:45:00,7103.7
2025-11-02 00:46:00,7098.45
2025-11-02 00:47:00,7093.2
2025-11-02 00:48:00,7087.95
2025-11-02 00:49:00,7082.7
2025-11-02 00:50:00,7077.45
2025-11-02 00:51:00,7071.186
2025-11-02 00:52:00,7064.922
2025-11-02 00:53:00,7058.658
2025-11-02 00:54:00,7052.394
2025-11-02 00:55:00,7046.13
2025-11-02 00:56:00,7037.058
2025-11-02 00:57:00,7027.986
2025-11-02 00:58:00,7018.914000000001
2025-11-02 00:59:00,7009.842000000001
2025-11-02 01:00:00,7000.77
2025-11-02 01:01:00,7007.828
2025-11-02 01:02:00,7014.886
2025-11-02 01:03:00,7021.944
2025-11-02 01:04:00,7029.002
2025-11-02 01:05:00,7036.06
2025-11-02 01:06:00,7016.734
2025-11-02 01:07:00,6997.408
2025-11-02 01:08:00,6978.082
2025-11-02 01:09:00,6958.756
2025-11-02 01:10:00,6939.43
2025-11-02 01:11:00,6939.16
2025-11-02 01:12:00,6938.89
2025-11-02 01:13:00,6938.62
2025-11-02 01:14:00,6938.35
2025-11-02 01:15:00,6938.08
2025-11-02 01:16:00,6928.092
2025-11-02 01:17:00,6918.104
2025-11-02 01:18:00,6908.116
2025-11-02 01:19:00,6898.128000000001
2025-11-02 01:20:00,6888.14
2025-11-02 01:21:00,6882.818
2025-11-02 01:22:00,6877.496
2025-11-02 01:23:00,6872.174
2025-11-02 01:24:00,6866.852
2025-11-02 01:25:00,6861.53
2025-11-02 01:26:00,6852.186
2025-11-02 01:27:00,6842.842
2025-11-02 01:28:00,6833.4980000000005
2025-11-02 01:29:00,6824.154
2025-11-02 01:30:00,6814.81
2025-11-02 01:31:00,6809.0560000000005
2025-11-02 01:32:00,6803.302000000001
2025-11-02 01:33:00,6797.548
2025-11-02 01:34:00,6791.794
2025-11-02 01:35:00,6786.04
2025-11-02 01:36:00,6781.682
2025-11-02 01:37:00,6777.324
2025-11-02 01:38:00,6772.966
2025-11-02 01:39:00,6768.608
2025-11-02 01:40:00,6764.25
2025-11-02 01:41:00,6752.054
2025-11-02 01:42:00,6739.858
2025-11-02 01:43:00,6727.662
2025-11-02 01:44:00,6715.466
2025-11-02 01:45:00,6703.27
2025-11-02 01:46:00,6700.360000000001
2025-11-02 01:47:00,6697.450000000001
2025-11-02 01:48:00,6694.54
2025-11-02 01:49:00,6691.63
2025-11-02 01:50:00,6688.72
2025-11-02 01:51:00,6685.9220000000005
2025-11-02 01:52:00,6683.124
2025-11-02 01:53:00,6680.326
2025-11-02 01:54:00,6677.527999999999
2025-11-02 01:55:00,6674.73
2025-11-02 01:56:00,6670.186
2025-11-02 01:57:00,6665.642
2025-11-02 01:58:00,6661.098
2025-11-02 01:59:00,6656.554
2025-11-02 02:00:00,6652.01
2025-11-02 02:01:00,6645.02
2025-11-02 02:02:00,6638.030000000001
2025-11-02 02:03:00,6631.04
2025-11-02 02:04:00,6624.05
2025-11-02 02:05:00,6617.06
2025-11-02 02:06:00,6613.858
2025-11-02 02:07:00,6610.656
2025-11-02 02:08:00,6607.454000000001
2025-11-02 02:09:00,6604.252
2025-11-02 02:10:00,6601.05
2025-11-02 02:11:00,6599.714
2025-11-02 02:12:00,6598.378
2025-11-02 02:13:00,6597.042
2025-11-02 02:14:00,6595.706
2025-11-02 02:15:00,6594.37
2025-11-02 02:16:00,6591.5419999999995
2025-11-02 02:17:00,6588.714
2025-11-02 02:18:00,6585.8859999999995
2025-11-02 02:19:00,6583.058
2025-11-02 02:20:00,6580.23
2025-11-02 02:21:00,6573.277999999999
2025-11-02 02:22:00,6566.326
2025-11-02 02:23:00,6559.374
2025-11-02 02:24:00,6552.4220000000005
2025-11-02 02:25:00,6545.47
2025-11-02 02:26:00,6551.186000000001
2025-11-02 02:27:00,6556.902
2025-11-02 02:28:00,6562.618
2025-11-02 02:29:00,6568.334
2025-11-02 02:30:00,6574.05
2025-11-02 02:31:00,6554.818
2025-11-02 02:32:00,6535.586
2025-11-02 02:33:00,6516.354
2025-11-02 02:34:00,6497.122
2025-11-02 02:35:00,6477.89
2025-11-02 02:36:00,6478.222000000001
2025-11-02 02:37:00,6478.554
2025-11-02 02:38:00,6478.886
2025-11-02 02:39:00,6479.218
2025-11-02 02:40:00,6479.55
2025-11-02 02:41:00,6477.926
2025-11-02 02:42:00,6476.302000000001
2025-11-02 02:43:00,6474.678
2025-11-02 02:44:00,6473.054
2025-11-02 02:45:00,6471.43
2025-11-02 02:46:00,6472.722000000001
2025-11-02 02:47:00,6474.014
2025-11-02 02:48:00,6475.3060000000005
2025-11-02 02:49:00,6476.598
2025-11-02 02:50:00,6477.89
2025-11-02 02:51:00,6479.294
2025-11-02 02:52:00,6480.698
2025-11-02 02:53:00,6482.102
2025-11-02 02:54:00,6483.506
2025-11-02 02:55:00,6484.91
2025-11-02 02:56:00,6476.052
2025-11-02 02:57:00,6467.1939999999995
2025-11-02 02:58:00,6458.336
2025-11-02 02:59:00,6449.478
2025-11-02 03:00:00,6440.62
2025-11-02 03:01:00,6443.324
2025-11-02 03:02:00,6446.028
2025-11-02 03:03:00,6448.732
2025-11-02 03:04:00,6451.436000000001
2025-11-02 03:05:00,6454.14
2025-11-02 03:06:00,6454.45
2025-11-02 03:07:00,6454.76
2025-11-02 03:08:00,6455.07
2025-11-02 03:09:00,6455.38
2025-11-02 03:10:00,6455.69
2025-11-02 03:11:00,6447.17
2025-11-02 03:12:00,6438.65
2025-11-02 03:13:00,6430.13
2025-11-02 03:14:00,6421.61
2025-11-02 03:15:00,6413.09
2025-11-02 03:16:00,6414.5
2025-11-02 03:17:00,6415.91
2025-11-02 03:18:00,6417.320000000001
2025-11-02 03:19:00,6418.7300000000005
2025-11-02 03:20:00,6420.14
2025-11-02 03:21:00,6417.974
2025-11-02 03:22:00,6415.808
2025-11-02 03:23:00,6413.642000000001
2025-11-02 03:24:00,6411.476000000001
2025-11-02 03:25:00,6409.31
2025-11-02 03:26:00,6405.294
2025-11-02 03:27:00,6401.278
2025-11-02 03:28:00,6397.262
2025-11-02 03:29:00,6393.246
2025-11-02 03:30:00,6389.23
2025-11-02 03:31:00,6389.3099999999995
2025-11-02 03:32:00,6389.389999999999
2025-11-02 03:33:00,6389.47
2025-11-02 03:34:00,6389.55
2025-11-02 03:35:00,6389.63
2025-11-02 03:36:00,6385.532
2025-11-02 03:37:00,6381.434
2025-11-02 03:38:00,6377.336
2025-11-02 03:39:00,6373.238
2025-11-02 03:40:00,6369.14
2025-11-02 03:41:00,6372.688
2025-11-02 03:42:00,6376.236
2025-11-02 03:43:00,6379.784000000001
2025-11-02 03:44:00,6383.332
2025-11-02 03:45:00,6386.88
2025-11-02 03:46:00,6386.8
2025-11-02 03:47:00,6386.72
2025-11-02 03:48:00,6386.639999999999
2025-11-02 03:49:00,6386.5599999999995
2025-11-02 03:50:00,6386.48
2025-11-02 03:51:00,6382.324
2025-11-02 03:52:00,6378.168
2025-11-02 03:53:00,6374.012
2025-11-02 03:54:00,6369.856
2025-11-02 03:55:00,6365.7
2025-11-02 03:56:00,6364.362
2025-11-02 03:57:00,6363.024
2025-11-02 03:58:00,6361.686
2025-11-02 03:59:00,6360.348
2025-11-02 04:00:00,6359.01
2025-11-02 04:01:00,6388.566
2025-11-02 04:02:00,6418.122
2025-11-02 04:03:00,6447.678
2025-11-02 04:04:00,6477.234
2025-11-02 04:05:00,6506.79
2025-11-02 04:06:00,6497.292
2025-11-02 04:07:00,6487.794
2025-11-02 04:08:00,6478.296
2025-11-02 04:09:00,6468.798
2025-11-02 04:10:00,6459.3
2025-11-02 04:11:00,6459.126
2025-11-02 04:12:00,6458.952
2025-11-02 04:13:00,6458.778
2025-11-02 04:14:00,6458.604
2025-11-02 04:15:00,6458.43
2025-11-02 04:16:00,6450.72
2025-11-02 04:17:00,6443.01
2025-11-02 04:18:00,6435.3
2025-11-02 04:19:00,6427.59
2025-11-02 04:20:00,6419.88
2025-11-02 04:21:00,6428.87
2025-11-02 04:22:00,6437.86
2025-11-02 04:23:00,6446.85
2025-11-02 04:24:00,6455.84
2025-11-02 04:25:00,6464.83
2025-11-02 04:26:00,6473.522
2025-11-02 04:27:00,6482.214
2025-11-02 04:28:00,6490.906
2025-11-02 04:29:00,6499.598
2025-11-02 04:30:00,6508.29
2025-11-02 04:31:00,6494.44
2025-11-02 04:32:00,6480.59
2025-11-02 04:33:00,6466.74
2025-11-02 04:34:00,6452.89
2025-11-02 04:35:00,6439.04
2025-11-02 04:36:00,6458.0779999999995
2025-11-02 04:37:00,6477.116
2025-11-02 04:38:00,6496.1539999999995
2025-11-02 04:39:00,6515.192
2025-11-02 04:40:00,6534.23
2025-11-02 04:41:00,6525.914
2025-11-02 04:42:00,6517.598
2025-11-02 04:43:00,6509.281999999999
2025-11-02 04:44:00,6500.965999999999
2025-11-02 04:45:00,6492.65
2025-11-02 04:46:00,6508.433999999999
2025-11-02 04:47:00,6524.218
2025-11-02 04:48:00,6540.0019999999995
2025-11-02 04:49:00,6555.786
2025-11-02 04:50:00,6571.57
2025-11-02 04:51:00,6567.98
2025-11-02 04:52:00,6564.389999999999
2025-11-02 04:53:00,6560.8
2025-11-02 04:54:00,6557.21
2025-11-02 04:55:00,6553.62
2025-11-02 04:56:00,6559.038
2025-11-02 04:57:00,6564.456
2025-11-02 04:58:00,6569.874
2025-11-02 04:59:00,6575.292
2025-11-02 05:00:00,6580.71
2025-11-02 05:01:00,6606.874
2025-11-02 05:02:00,6633.038
2025-11-02 05:03:00,6659.202
2025-11-02 05:04:00,6685.366
2025-11-02 05:05:00,6711.53
2025-11-02 05:06:00,6696.338
2025-11-02 05:07:00,6681.146
2025-11-02 05:08:00,6665.954
2025-11-02 05:09:00,6650.762
2025-11-02 05:10:00,6635.57
2025-11-02 05:11:00,6645.29
2025-11-02 05:12:00,6655.01
2025-11-02 05:13:00,6664.73
2025-11-02 05:14:00,6674.45
2025-11-02 05:15:00,6684.17
2025-11-02 05:16:00,6687.71
2025-11-02 05:17:00,6691.25
2025-11-02 05:18:00,6694.79
2025-11-02 05:19:00,6698.33
2025-11-02 05:20:00,6701.87
2025-11-02 05:21:00,6713.756
2025-11-02 05:22:00,6725.642
2025-11-02 05:23:00,6737.528
2025-11-02 05:24:00,6749.414
2025-11-02 05:25:00,6761.3
2025-11-02 05:26:00,6758.198
2025-11-02 05:27:00,6755.0960000000005
2025-11-02 05:28:00,6751.994
2025-11-02 05:29:00,6748.892
2025-11-02 05:30:00,6745.79
2025-11-02 05:31:00,6757.496
2025-11-02 05:32:00,6769.202
2025-11-02 05:33:00,6780.907999999999
2025-11-02 05:34:00,6792.614
2025-11-02 05:35:00,6804.32
2025-11-02 05:36:00,6799.6759999999995
2025-11-02 05:37:00,6795.032
2025-11-02 05:38:00,6790.388
2025-11-02 05:39:00,6785.744000000001
2025-11-02 05:40:00,6781.1
2025-11-02 05:41:00,6789.738
2025-11-02 05:42:00,6798.376
2025-11-02 05:43:00,6807.014
2025-11-02 05:44:00,6815.652
2025-11-02 05:45:00,6824.29
2025-11-02 05:46:00,6829.79
2025-11-02 05:47:00,6835.29
2025-11-02 05:48:00,6840.79
2025-11-02 05:49:00,6846.29
2025-11-02 05:50:00,6851.79
2025-11-02 05:51:00,6850.132
2025-11-02 05:52:00,6848.474
2025-11-02 05:53:00,6846.816
2025-11-02 05:54:00,6845.158
2025-11-02 05:55:00,6843.5
2025-11-02 05:56:00,6841.842
2025-11-02 05:57:00,6840.184
2025-11-02 05:58:00,6838.526
2025-11-02 05:59:00,6836.868
2025-11-02 06:00:00,6835.21
2025-11-02 06:01:00,6840.282
2025-11-02 06:02:00,6845.354
2025-11-02 06:03:00,6850.4259999999995
2025-11-02 06:04:00,6855.498
2025-11-02 06:05:00,6860.57
2025-11-02 06:06:00,6859.728
2025-11-02 06:07:00,6858.8859999999995
2025-11-02 06:08:00,6858.044
2025-11-02 06:09:00,6857.201999999999
2025-11-02 06:10:00,6856.36
2025-11-02 06:11:00,6871.364
2025-11-02 06:12:00,6886.3679999999995
2025-11-02 06:13:00,6901.372
2025-11-02 06:14:00,6916.376
2025-11-02 06:15:00,6931.38
2025-11-02 06:16:00,6927.932
2025-11-02 06:17:00,6924.484
2025-11-02 06:18:00,6921.036
2025-11-02 06:19:00,6917.588000000001
2025-11-02 06:20:00,6914.14
2025-11-02 06:21:00,6920.312
2025-11-02 06:22:00,6926.484
2025-11-02 06:23:00,6932.656
2025-11-02 06:24:00,6938.828
2025-11-02 06:25:00,6945.0
2025-11-02 06:26:00,6935.51
2025-11-02 06:27:00,6926.02
2025-11-02 06:28:00,6916.53
2025-11-02 06:29:00,6907.04
2025-11-02 06:30:00,6897.55
2025-11-02 06:31:00,6954.486
2025-11-02 06:32:00,7011.422
